0,21,1
0,1,1000,1000,0,0
0,2,1000,1000,0,0
0,3,1000,1000,0,0
0,4,1000,1000,0,0
0,5,1000,1000,0,0
1,6,28,2,1,1
1,9,18,2,1,1
1,10,25,2,1,1
2,6,28,2,1,1
2,7,29,2,1,1
2,9,16,1,1,1
2,10,28,1,1,1
3,6,30,1,1,1
3,7,16,2,1,1
3,10,22,2,1,1
4,6,21,1,1,1
4,7,16,2,1,1
4,8,23,2,1,1
4,10,18,2,1,1
5,6,29,2,1,1
5,8,20,1,1,1
6,13,13,2,0,2
6,14,19,1,0,2
6,15,24,1,0,2
7,11,18,2,0,2
7,12,18,2,0,2
7,14,24,2,0,2
7,15,24,1,0,2
8,11,21,1,0,2
8,12,17,2,0,2
8,13,23,2,0,2
8,14,16,1,0,2
8,15,15,1,0,2
9,11,26,1,0,2
9,12,23,1,0,2
9,13,24,1,0,2
9,15,20,2,0,2
10,11,22,2,0,2
10,15,20,2,0,2
11,16,21,1,0,3
11,18,19,1,0,3
11,19,15,1,0,3
11,20,20,1,0,3
12,16,15,1,0,3
12,17,16,1,0,3
12,18,16,1,0,3
12,19,14,1,0,3
12,20,17,1,0,3
13,16,18,1,0,3
13,17,16,1,0,3
13,18,21,1,0,3
13,20,14,1,0,3
14,16,11,1,0,3
14,17,12,1,0,3
14,18,20,1,0,3
14,19,14,1,0,3
14,20,18,1,0,3
15,16,13,1,0,3
15,17,21,1,0,3
15,18,13,1,0,3
15,19,15,1,0,3
15,20,8,1,0,3
16,21,1000,1000,0,4
17,21,1000,1000,0,4
18,21,1000,1000,0,4
19,21,1000,1000,0,4
20,21,1000,1000,0,4
21,0,367,10000,0,5
