0,16,1
0,1,1000,1000,0,0
0,2,1000,1000,0,0
0,3,1000,1000,0,0
0,4,1000,1000,0,0
0,5,1000,1000,0,0
1,6,25,2,1,1
1,8,26,2,1,1
2,6,23,2,1,1
2,8,22,1,1,1
2,9,22,1,1,1
2,10,21,1,1,1
3,6,27,2,1,1
3,8,21,2,1,1
3,9,20,1,1,1
3,10,27,2,1,1
4,8,16,2,1,1
4,9,26,1,1,1
4,10,19,1,1,1
5,6,25,2,1,1
5,7,22,2,1,1
5,10,19,1,1,1
6,12,15,1,0,2
6,13,10,1,0,2
6,14,15,1,0,2
6,15,17,1,0,2
7,11,14,1,0,2
7,12,19,1,0,2
7,13,20,1,0,2
7,14,16,1,0,2
7,15,22,1,0,2
8,11,13,1,0,2
8,13,12,1,0,2
8,14,15,1,0,2
8,15,19,1,0,2
9,11,17,1,0,2
9,12,19,1,0,2
9,13,21,1,0,2
9,14,12,1,0,2
9,15,26,1,0,2
10,11,15,1,0,2
10,12,14,1,0,2
10,14,17,1,0,2
10,15,13,1,0,2
11,16,1000,1000,0,3
12,16,1000,1000,0,3
13,16,1000,1000,0,3
14,16,1000,1000,0,3
15,16,1000,1000,0,3
16,0,361,10000,0,4
