0,16,2
0,1,1000,1000,0,0
0,2,1000,1000,0,0
0,3,1000,1000,0,0
0,4,1000,1000,0,0
0,5,1000,1000,0,0
1,6,17,2,0,1
1,7,26,2,0,1
1,10,28,1,0,1
2,8,22,1,0,1
2,9,23,2,0,1
2,10,23,2,0,1
3,6,27,1,0,1
3,7,26,2,0,1
3,8,16,2,0,1
3,9,20,2,0,1
3,10,21,1,0,1
4,7,18,1,0,1
4,9,17,2,0,1
4,10,16,1,0,1
5,7,21,2,0,1
5,8,25,1,0,1
6,12,18,1,1,2
6,13,18,1,1,2
6,14,12,1,1,2
7,11,14,1,1,2
7,12,20,1,1,2
7,13,22,1,1,2
7,15,10,1,1,2
8,11,20,1,1,2
8,12,15,1,1,2
8,13,13,1,1,2
8,14,16,1,1,2
8,15,22,1,1,2
9,11,14,1,1,2
9,12,14,1,1,2
9,13,16,1,1,2
9,15,21,1,1,2
10,11,18,1,1,2
10,12,17,1,1,2
10,13,11,1,1,2
10,14,17,1,1,2
10,15,18,1,1,2
11,16,1000,1000,0,3
12,16,1000,1000,0,3
13,16,1000,1000,0,3
14,16,1000,1000,0,3
15,16,1000,1000,0,3
16,0,346,10000,0,4
