0,21,2
0,1,1000,1000,0,0
0,2,1000,1000,0,0
0,3,1000,1000,0,0
0,4,1000,1000,0,0
0,5,1000,1000,0,0
1,6,25,2,0,1
1,7,28,1,0,1
1,8,22,1,0,1
2,6,20,1,0,1
2,9,27,1,0,1
3,6,26,2,0,1
3,7,30,2,0,1
3,8,30,1,0,1
3,9,20,2,0,1
4,7,30,2,0,1
4,9,15,1,0,1
5,6,30,1,0,1
5,7,21,2,0,1
5,9,16,2,0,1
5,10,26,1,0,1
6,13,18,1,1,2
6,14,23,2,1,2
6,15,17,2,1,2
7,12,22,1,1,2
7,13,17,1,1,2
7,14,19,1,1,2
7,15,15,1,1,2
8,11,18,1,1,2
8,12,16,1,1,2
8,14,23,1,1,2
8,15,16,1,1,2
9,11,16,1,1,2
9,12,17,2,1,2
9,13,24,2,1,2
9,14,15,1,1,2
9,15,19,1,1,2
10,13,27,1,1,2
10,14,25,2,1,2
10,15,19,2,1,2
11,16,19,1,0,3
11,17,20,1,0,3
11,18,14,1,0,3
11,19,10,1,0,3
11,20,14,1,0,3
12,16,16,1,0,3
12,17,9,1,0,3
12,18,9,1,0,3
12,19,14,1,0,3
12,20,11,1,0,3
13,16,17,1,0,3
13,17,16,1,0,3
13,19,19,1,0,3
13,20,19,1,0,3
14,16,16,1,0,3
14,17,23,1,0,3
14,18,14,1,0,3
14,19,15,1,0,3
14,20,15,1,0,3
15,16,16,1,0,3
15,17,7,1,0,3
15,18,21,1,0,3
15,19,11,1,0,3
15,20,21,1,0,3
16,21,1000,1000,0,4
17,21,1000,1000,0,4
18,21,1000,1000,0,4
19,21,1000,1000,0,4
20,21,1000,1000,0,4
21,0,366,10000,0,5
