0,21,2
0,1,1000,1000,0,0
0,2,1000,1000,0,0
0,3,1000,1000,0,0
0,4,1000,1000,0,0
0,5,1000,1000,0,0
1,8,28,1,0,1
1,9,21,2,0,1
1,10,15,2,0,1
2,6,30,2,0,1
2,7,24,2,0,1
2,10,26,1,0,1
3,7,18,1,0,1
3,8,20,1,0,1
3,9,18,1,0,1
3,10,20,2,0,1
4,6,30,1,0,1
5,7,25,2,0,1
5,8,22,2,0,1
5,9,28,1,0,1
5,10,21,2,0,1
6,11,15,1,1,2
6,12,15,2,1,2
6,13,18,2,1,2
6,14,20,1,1,2
7,11,13,2,1,2
7,12,15,2,1,2
7,14,12,1,1,2
8,11,15,1,1,2
8,12,20,1,1,2
8,13,14,1,1,2
8,14,27,1,1,2
8,15,15,1,1,2
9,11,14,1,1,2
9,12,19,2,1,2
9,13,24,1,1,2
9,14,14,1,1,2
9,15,22,1,1,2
10,11,15,1,1,2
10,14,15,2,1,2
10,15,24,1,1,2
11,16,13,1,0,3
11,18,14,1,0,3
11,19,11,1,0,3
11,20,20,1,0,3
12,16,19,1,0,3
12,17,14,1,0,3
12,18,25,1,0,3
12,19,18,1,0,3
12,20,18,1,0,3
13,16,14,1,0,3
13,18,23,1,0,3
14,16,20,1,0,3
14,17,14,1,0,3
14,18,11,1,0,3
14,19,12,1,0,3
14,20,10,1,0,3
15,16,18,1,0,3
15,17,20,1,0,3
15,18,17,1,0,3
15,19,16,1,0,3
15,20,19,1,0,3
16,21,1000,1000,0,4
17,21,1000,1000,0,4
18,21,1000,1000,0,4
19,21,1000,1000,0,4
20,21,1000,1000,0,4
21,0,346,10000,0,5
