0,21,1
0,1,1000,1000,0,0
0,2,1000,1000,0,0
0,3,1000,1000,0,0
0,4,1000,1000,0,0
0,5,1000,1000,0,0
1,7,20,1,1,1
1,8,19,2,1,1
1,10,26,2,1,1
2,9,24,1,1,1
2,10,21,1,1,1
3,9,22,2,1,1
4,6,15,2,1,1
4,9,24,2,1,1
5,6,24,2,1,1
5,7,27,2,1,1
5,8,15,2,1,1
5,9,25,2,1,1
5,10,29,1,1,1
6,11,17,1,0,2
6,12,17,2,0,2
6,13,17,1,0,2
6,14,17,2,0,2
7,11,23,2,0,2
7,13,15,2,0,2
8,12,15,2,0,2
8,14,18,1,0,2
8,15,14,1,0,2
9,11,17,1,0,2
9,12,18,2,0,2
9,13,19,1,0,2
9,14,23,2,0,2
9,15,15,1,0,2
10,11,11,1,0,2
10,13,19,2,0,2
10,14,16,2,0,2
11,16,24,1,0,3
11,17,11,1,0,3
11,18,18,1,0,3
11,19,13,1,0,3
11,20,15,1,0,3
12,16,11,1,0,3
12,17,13,1,0,3
12,19,13,1,0,3
12,20,8,1,0,3
13,16,14,1,0,3
13,17,13,1,0,3
13,18,10,1,0,3
13,19,5,1,0,3
13,20,12,1,0,3
14,16,13,1,0,3
14,18,15,1,0,3
14,19,6,1,0,3
14,20,11,1,0,3
15,16,12,1,0,3
15,17,12,1,0,3
15,18,14,1,0,3
15,19,17,1,0,3
15,20,11,1,0,3
16,21,1000,1000,0,4
17,21,1000,1000,0,4
18,21,1000,1000,0,4
19,21,1000,1000,0,4
20,21,1000,1000,0,4
21,0,291,10000,0,5
