0,21,1
0,1,1000,1000,0,0
0,2,1000,1000,0,0
0,3,1000,1000,0,0
0,4,1000,1000,0,0
0,5,1000,1000,0,0
1,7,27,2,1,1
1,8,30,2,1,1
1,10,18,2,1,1
2,7,19,2,1,1
2,9,16,1,1,1
3,6,17,1,1,1
3,7,25,2,1,1
3,8,27,2,1,1
4,6,22,1,1,1
4,9,26,1,1,1
4,10,25,1,1,1
5,6,19,1,1,1
5,7,16,1,1,1
5,9,23,2,1,1
6,12,17,1,0,2
6,13,12,1,0,2
6,14,12,1,0,2
6,15,19,2,0,2
7,13,17,1,0,2
7,15,19,1,0,2
8,11,19,2,0,2
8,12,15,2,0,2
8,13,12,2,0,2
8,14,15,2,0,2
8,15,16,1,0,2
9,11,14,2,0,2
9,12,10,2,0,2
9,13,24,1,0,2
9,14,13,1,0,2
9,15,11,1,0,2
10,12,21,2,0,2
10,13,16,1,0,2
10,14,10,2,0,2
10,15,18,1,0,2
11,16,16,1,0,3
11,17,9,1,0,3
11,18,17,1,0,3
11,19,7,1,0,3
11,20,10,1,0,3
12,16,9,1,0,3
12,17,11,1,0,3
12,18,15,1,0,3
12,19,11,1,0,3
12,20,15,1,0,3
13,16,13,1,0,3
13,17,11,1,0,3
13,18,14,1,0,3
13,19,10,1,0,3
13,20,16,1,0,3
14,16,16,1,0,3
14,17,14,1,0,3
14,18,12,1,0,3
14,19,10,1,0,3
14,20,12,1,0,3
15,16,14,1,0,3
15,18,17,1,0,3
15,19,18,1,0,3
15,20,13,1,0,3
16,21,1000,1000,0,4
17,21,1000,1000,0,4
18,21,1000,1000,0,4
19,21,1000,1000,0,4
20,21,1000,1000,0,4
21,0,310,10000,0,5
