0,16,2
0,1,1000,1000,0,0
0,2,1000,1000,0,0
0,3,1000,1000,0,0
0,4,1000,1000,0,0
0,5,1000,1000,0,0
1,6,18,1,0,1
1,7,22,2,0,1
1,8,28,2,0,1
1,10,24,1,0,1
2,6,24,2,0,1
2,8,21,2,0,1
2,9,27,1,0,1
2,10,24,2,0,1
3,9,17,2,0,1
3,10,28,2,0,1
4,6,30,2,0,1
4,7,17,1,0,1
4,8,27,1,0,1
4,9,21,2,0,1
5,6,21,2,0,1
5,8,30,2,0,1
5,9,15,1,0,1
5,10,21,2,0,1
6,11,22,1,1,2
6,12,16,1,1,2
6,13,23,1,1,2
6,14,21,1,1,2
6,15,20,1,1,2
7,11,17,1,1,2
7,13,22,1,1,2
7,14,19,1,1,2
7,15,15,1,1,2
8,12,23,1,1,2
8,13,18,1,1,2
8,14,16,1,1,2
8,15,18,1,1,2
9,11,22,1,1,2
9,12,23,1,1,2
9,13,13,1,1,2
9,14,17,1,1,2
10,11,16,1,1,2
10,12,17,1,1,2
10,13,15,1,1,2
10,14,17,1,1,2
10,15,25,1,1,2
11,16,1000,1000,0,3
12,16,1000,1000,0,3
13,16,1000,1000,0,3
14,16,1000,1000,0,3
15,16,1000,1000,0,3
16,0,415,10000,0,4
