0,16,2
0,1,1000,1000,0,0
0,2,1000,1000,0,0
0,3,1000,1000,0,0
0,4,1000,1000,0,0
0,5,1000,1000,0,0
1,6,23,2,0,1
1,7,19,2,0,1
1,9,28,1,0,1
2,7,19,1,0,1
2,8,19,2,0,1
2,9,29,1,0,1
2,10,15,2,0,1
3,6,26,2,0,1
3,7,28,1,0,1
3,9,27,2,0,1
4,6,21,1,0,1
4,7,27,2,0,1
4,8,17,1,0,1
4,9,22,1,0,1
4,10,15,1,0,1
5,7,22,1,0,1
5,8,16,2,0,1
5,9,19,2,0,1
6,11,17,1,1,2
6,12,21,1,1,2
6,13,20,1,1,2
6,14,16,1,1,2
6,15,19,1,1,2
7,11,14,1,1,2
7,12,19,1,1,2
7,14,12,1,1,2
7,15,25,1,1,2
8,11,13,1,1,2
8,12,21,1,1,2
8,13,19,1,1,2
8,14,19,1,1,2
9,11,24,1,1,2
9,12,11,1,1,2
9,13,17,1,1,2
9,14,19,1,1,2
9,15,15,1,1,2
10,12,25,1,1,2
10,13,27,1,1,2
10,14,19,1,1,2
11,16,1000,1000,0,3
12,16,1000,1000,0,3
13,16,1000,1000,0,3
14,16,1000,1000,0,3
15,16,1000,1000,0,3
16,0,392,10000,0,4
