0, 38,
0, 1 ,10000, 8, 0, 1, 0, 0,
0, 6 ,10000, 8, 0, 1, 0, 0,
0, 14 ,10000, 8, 0, 1, 0, 0,
0, 20 ,10000, 8, 0, 1, 0, 0,
0, 29 ,10000, 8, 0, 1, 0, 0,
1  ,  2 ,10000, 4, 0, 0, 1, 0,
1  ,  4 ,10000, 100, 0, 0, 0, 0,
1  ,  5 ,10000, 100, 0, 0, 0, 0,
2  ,  3 ,10000, 100, 0, 0, 0, 0,
6  ,  7 ,10000, 4, 0, 0, 1, 0,
6  ,  8 ,10000, 100, 0, 0, 0, 0,
6  ,  9 ,10000, 100, 0, 0, 0, 0,
6  ,  10 ,10000, 100, 0, 0, 0, 0,
6  ,  11 ,10000, 100, 0, 0, 0, 0,
6  ,  12 ,10000, 100, 0, 0, 0, 0,
6  ,  13 ,10000, 100, 0, 0, 0, 0,
7  ,  8 ,10000, 100, 0, 0, 0, 0,
7  ,  9 ,10000, 100, 0, 0, 0, 0,
7  ,  10 ,10000, 100, 0, 0, 0, 0,
7  ,  11 ,10000, 100, 0, 0, 0, 0,
7  ,  12 ,10000, 100, 0, 0, 0, 0,
7  ,  13 ,10000, 100, 0, 0, 0, 0,
14  ,  15 ,10000, 4, 0, 0, 1, 0,
14  ,  16 ,10000, 100, 0, 0, 0, 0,
14  ,  17 ,10000, 100, 0, 0, 0, 0,
14  ,  18 ,10000, 100, 0, 0, 0, 0,
14  ,  19 ,10000, 100, 0, 0, 0, 0,
15  ,  16 ,10000, 100, 0, 0, 0, 0,
15  ,  17 ,10000, 100, 0, 0, 0, 0,
15  ,  18 ,10000, 100, 0, 0, 0, 0,
20  ,  21 ,10000, 4, 0, 0, 1, 0,
20  ,  22 ,10000, 100, 0, 0, 0, 0,
20  ,  23 ,10000, 100, 0, 0, 0, 0,
20  ,  24 ,10000, 100, 0, 0, 0, 0,
20  ,  25 ,10000, 100, 0, 0, 0, 0,
20  ,  26 ,10000, 100, 0, 0, 0, 0,
20  ,  27 ,10000, 100, 0, 0, 0, 0,
21  ,  26 ,10000, 100, 0, 0, 0, 0,
21  ,  27 ,10000, 100, 0, 0, 0, 0,
21  ,  28 ,10000, 100, 0, 0, 0, 0,
29  ,  30 ,10000, 4, 0, 0, 1, 0,
29  ,  34 ,10000, 100, 0, 0, 0, 0,
29  ,  35 ,10000, 100, 0, 0, 0, 0,
29  ,  36 ,10000, 100, 0, 0, 0, 0,
29  ,  37 ,10000, 100, 0, 0, 0, 0,
30  ,  31 ,10000, 100, 0, 0, 0, 0,
30  ,  32 ,10000, 100, 0, 0, 0, 0,
30  ,  33 ,10000, 100, 0, 0, 0, 0,
30  ,  36 ,10000, 100, 0, 0, 0, 0,
30  ,  37 ,10000, 100, 0, 0, 0, 0,
2 , 38 ,1,4, 1, 0, 0, 0,
7 , 38 ,1,4, 1, 0, 0, 0,
15 , 38 ,1,4, 1, 0, 0, 0,
21 , 38 ,1,4, 1, 0, 0, 0,
30 , 38 ,1,4, 1, 0, 0, 0,
3 , 38 ,1,2, 1, 0, 0, 1,
4 , 38 ,1,2, 1, 0, 0, 1,
5 , 38 ,1,2, 1, 0, 0, 1,
8 , 38 ,1,2, 1, 0, 0, 1,
9 , 38 ,1,2, 1, 0, 0, 1,
10 , 38 ,1,2, 1, 0, 0, 1,
11 , 38 ,1,2, 1, 0, 0, 1,
12 , 38 ,1,2, 1, 0, 0, 1,
13 , 38 ,1,2, 1, 0, 0, 1,
16 , 38 ,1,2, 1, 0, 0, 1,
17 , 38 ,1,2, 1, 0, 0, 1,
18 , 38 ,1,2, 1, 0, 0, 1,
19 , 38 ,1,2, 1, 0, 0, 1,
22 , 38 ,1,2, 1, 0, 0, 1,
23 , 38 ,1,2, 1, 0, 0, 1,
24 , 38 ,1,2, 1, 0, 0, 1,
25 , 38 ,1,2, 1, 0, 0, 1,
26 , 38 ,1,2, 1, 0, 0, 1,
27 , 38 ,1,2, 1, 0, 0, 1,
28 , 38 ,1,2, 1, 0, 0, 1,
31 , 38 ,1,2, 1, 0, 0, 1,
32 , 38 ,1,2, 1, 0, 0, 1,
33 , 38 ,1,2, 1, 0, 0, 1,
34 , 38 ,1,2, 1, 0, 0, 1,
35 , 38 ,1,2, 1, 0, 0, 1,
36 , 38 ,1,2, 1, 0, 0, 1,
37 , 38 ,1,2, 1, 0, 0, 1,
38 , 0,10000, 100, 0, 0, 0, 0,
