0, 33,
0, 1 ,10000, 8, 0, 1, 0, 0,
0, 4 ,10000, 8, 0, 1, 0, 0,
0, 9 ,10000, 8, 0, 1, 0, 0,
0, 20 ,10000, 8, 0, 1, 0, 0,
0, 24 ,10000, 8, 0, 1, 0, 0,
1  ,  2 ,10000, 100, 0, 0, 0, 0,
1  ,  3 ,10000, 100, 0, 0, 0, 0,
4  ,  5 ,10000, 4, 0, 0, 1, 0,
4  ,  6 ,10000, 100, 0, 0, 0, 0,
4  ,  7 ,10000, 100, 0, 0, 0, 0,
4  ,  8 ,10000, 100, 0, 0, 0, 0,
5  ,  6 ,10000, 100, 0, 0, 0, 0,
5  ,  7 ,10000, 100, 0, 0, 0, 0,
5  ,  8 ,10000, 100, 0, 0, 0, 0,
9  ,  10 ,10000, 4, 0, 0, 1, 0,
9  ,  11 ,10000, 100, 0, 0, 0, 0,
9  ,  12 ,10000, 100, 0, 0, 0, 0,
9  ,  15 ,10000, 100, 0, 0, 0, 0,
9  ,  16 ,10000, 100, 0, 0, 0, 0,
9  ,  17 ,10000, 100, 0, 0, 0, 0,
9  ,  18 ,10000, 100, 0, 0, 0, 0,
9  ,  19 ,10000, 100, 0, 0, 0, 0,
10  ,  11 ,10000, 100, 0, 0, 0, 0,
10  ,  12 ,10000, 100, 0, 0, 0, 0,
10  ,  13 ,10000, 100, 0, 0, 0, 0,
10  ,  14 ,10000, 100, 0, 0, 0, 0,
10  ,  15 ,10000, 100, 0, 0, 0, 0,
10  ,  16 ,10000, 100, 0, 0, 0, 0,
10  ,  17 ,10000, 100, 0, 0, 0, 0,
10  ,  18 ,10000, 100, 0, 0, 0, 0,
10  ,  19 ,10000, 100, 0, 0, 0, 0,
20  ,  21 ,10000, 4, 0, 0, 1, 0,
20  ,  22 ,10000, 100, 0, 0, 0, 0,
20  ,  23 ,10000, 100, 0, 0, 0, 0,
21  ,  23 ,10000, 100, 0, 0, 0, 0,
24  ,  25 ,10000, 4, 0, 0, 1, 0,
24  ,  26 ,10000, 100, 0, 0, 0, 0,
24  ,  27 ,10000, 100, 0, 0, 0, 0,
24  ,  28 ,10000, 100, 0, 0, 0, 0,
24  ,  31 ,10000, 100, 0, 0, 0, 0,
24  ,  32 ,10000, 100, 0, 0, 0, 0,
25  ,  26 ,10000, 100, 0, 0, 0, 0,
25  ,  27 ,10000, 100, 0, 0, 0, 0,
25  ,  28 ,10000, 100, 0, 0, 0, 0,
25  ,  29 ,10000, 100, 0, 0, 0, 0,
25  ,  30 ,10000, 100, 0, 0, 0, 0,
5 , 33 ,1,4, 1, 0, 0, 0,
10 , 33 ,1,4, 1, 0, 0, 0,
21 , 33 ,1,4, 1, 0, 0, 0,
25 , 33 ,1,4, 1, 0, 0, 0,
2 , 33 ,1,2, 1, 0, 0, 1,
3 , 33 ,1,2, 1, 0, 0, 1,
6 , 33 ,1,2, 1, 0, 0, 1,
7 , 33 ,1,2, 1, 0, 0, 1,
8 , 33 ,1,2, 1, 0, 0, 1,
11 , 33 ,1,2, 1, 0, 0, 1,
12 , 33 ,1,2, 1, 0, 0, 1,
13 , 33 ,1,2, 1, 0, 0, 1,
14 , 33 ,1,2, 1, 0, 0, 1,
15 , 33 ,1,2, 1, 0, 0, 1,
16 , 33 ,1,2, 1, 0, 0, 1,
17 , 33 ,1,2, 1, 0, 0, 1,
18 , 33 ,1,2, 1, 0, 0, 1,
19 , 33 ,1,2, 1, 0, 0, 1,
22 , 33 ,1,2, 1, 0, 0, 1,
23 , 33 ,1,2, 1, 0, 0, 1,
26 , 33 ,1,2, 1, 0, 0, 1,
27 , 33 ,1,2, 1, 0, 0, 1,
28 , 33 ,1,2, 1, 0, 0, 1,
29 , 33 ,1,2, 1, 0, 0, 1,
30 , 33 ,1,2, 1, 0, 0, 1,
31 , 33 ,1,2, 1, 0, 0, 1,
32 , 33 ,1,2, 1, 0, 0, 1,
33 , 0,10000, 100, 0, 0, 0, 0,
